Press enter to continue...pybullet build time: Oct  8 2020 00:10:46
startThreads creating 1 threads.
starting thread 0
started thread 0 
argc=2
argv[0] = --unused
argv[1] = --start_demo_name=Physics Server
ExampleBrowserThreadFunc started
X11 functions dynamically loaded using dlopen/dlsym OK!
X11 functions dynamically loaded using dlopen/dlsym OK!
Creating context
Created GL 3.3 context
Direct GLX rendering context obtained
Making context current
GL_VENDOR=NVIDIA Corporation
GL_RENDERER=NVIDIA TITAN X (Pascal)/PCIe/SSE2
GL_VERSION=3.3.0 NVIDIA 470.141.03
GL_SHADING_LANGUAGE_VERSION=3.30 NVIDIA via Cg compiler
pthread_getconcurrency()=0
Version = 3.3.0 NVIDIA 470.141.03
Vendor = NVIDIA Corporation
Renderer = NVIDIA TITAN X (Pascal)/PCIe/SSE2
b3Printf: Selected demo: Physics Server
startThreads creating 1 threads.
starting thread 0
started thread 0 
MotionThreadFunc thread started
ven = NVIDIA Corporation
ven = NVIDIA Corporation
UDP Initialized. Port: 8080 
(-0.04362749680876732, 0.038359545171260834, -0.9983111619949341)
(-0.026884688064455986, 0.033224232494831085, -0.9990862607955933)
(-0.026889294385910034, 0.033235520124435425, -0.9990857839584351)
(-0.02714254893362522, 0.0337538868188858, -0.9990615248680115)
(-0.029422026127576828, 0.03434386104345322, -0.9989768862724304)
(-0.03170420229434967, 0.036092717200517654, -0.9988453984260559)
(-0.03310142084956169, 0.037463393062353134, -0.9987496137619019)
(-0.032898176461458206, 0.038575053215026855, -0.998714029788971)
(-0.031712766736745834, 0.04086412489414215, -0.9986613392829895)
(-0.03053324669599533, 0.04354727268218994, -0.9985846877098083)
(-0.029560454189777374, 0.0460786446928978, -0.9985003471374512)
(-0.028592804446816444, 0.04667893797159195, -0.998500645160675)
(-0.02706659585237503, 0.04609955847263336, -0.9985700845718384)
(-0.02511710301041603, 0.04549261927604675, -0.9986488819122314)
(-0.02276105433702469, 0.0456557534635067, -0.9986978769302368)
(-0.020284544676542282, 0.04687928408384323, -0.9986945986747742)
(-0.017260946333408356, 0.04855149984359741, -0.9986715316772461)
